source,country,area,lat,lon,year,month,month_num,date,births,country_area
INSEE,France,,46.62012,2.452757,2012,October,10,2012-10-01,69892,France
INSEE,France,,46.62012,2.452757,2012,November,11,2012-11-01,65122,France
INSEE,France,,46.62012,2.452757,2012,December,12,2012-12-01,65869,France
INSEE,France,,46.62012,2.452757,2013,January,1,2013-01-01,65670,France
INSEE,France,,46.62012,2.452757,2013,February,2,2013-02-01,58533,France
INSEE,France,,46.62012,2.452757,2013,March,3,2013-03-01,62652,France
INSEE,France,,46.62012,2.452757,2013,April,4,2013-04-01,61106,France
INSEE,France,,46.62012,2.452757,2013,May,5,2013-05-01,65152,France
INSEE,France,,46.62012,2.452757,2013,June,6,2013-06-01,63680,France
INSEE,France,,46.62012,2.452757,2013,July,7,2013-07-01,70099,France
INSEE,France,,46.62012,2.452757,2013,August,8,2013-08-01,68466,France
INSEE,France,,46.62012,2.452757,2013,September,9,2013-09-01,66818,France
INSEE,France,,46.62012,2.452757,2013,October,10,2013-10-01,67931,France
INSEE,France,,46.62012,2.452757,2013,November,11,2013-11-01,64462,France
INSEE,France,,46.62012,2.452757,2013,December,12,2013-12-01,67052,France
INSEE,France,,46.62012,2.452757,2014,January,1,2014-01-01,67011,France
INSEE,France,,46.62012,2.452757,2014,February,2,2014-02-01,60373,France
INSEE,France,,46.62012,2.452757,2014,March,3,2014-03-01,64557,France
INSEE,France,,46.62012,2.452757,2014,April,4,2014-04-01,60665,France
INSEE,France,,46.62012,2.452757,2014,May,5,2014-05-01,64527,France
INSEE,France,,46.62012,2.452757,2014,June,6,2014-06-01,65018,France
INSEE,France,,46.62012,2.452757,2014,July,7,2014-07-01,68465,France
INSEE,France,,46.62012,2.452757,2014,August,8,2014-08-01,66837,France
INSEE,France,,46.62012,2.452757,2014,September,9,2014-09-01,67426,France
INSEE,France,,46.62012,2.452757,2014,October,10,2014-10-01,67637,France
INSEE,France,,46.62012,2.452757,2014,November,11,2014-11-01,63078,France
INSEE,France,,46.62012,2.452757,2014,December,12,2014-12-01,65573,France
INSEE,France,,46.62012,2.452757,2015,January,1,2015-01-01,64596,France
INSEE,France,,46.62012,2.452757,2015,February,2,2015-02-01,57525,France
INSEE,France,,46.62012,2.452757,2015,March,3,2015-03-01,61115,France
INSEE,France,,46.62012,2.452757,2015,April,4,2015-04-01,59699,France
INSEE,France,,46.62012,2.452757,2015,May,5,2015-05-01,64144,France
INSEE,France,,46.62012,2.452757,2015,June,6,2015-06-01,63984,France
INSEE,France,,46.62012,2.452757,2015,July,7,2015-07-01,66701,France
INSEE,France,,46.62012,2.452757,2015,August,8,2015-08-01,65784,France
INSEE,France,,46.62012,2.452757,2015,September,9,2015-09-01,65449,France
INSEE,France,,46.62012,2.452757,2015,October,10,2015-10-01,65888,France
INSEE,France,,46.62012,2.452757,2015,November,11,2015-11-01,61899,France
INSEE,France,,46.62012,2.452757,2015,December,12,2015-12-01,63637,France
INSEE,France,,46.62012,2.452757,2016,January,1,2016-01-01,62570,France
INSEE,France,,46.62012,2.452757,2016,February,2,2016-02-01,57854,France
INSEE,France,,46.62012,2.452757,2016,March,3,2016-03-01,59634,France
INSEE,France,,46.62012,2.452757,2016,April,4,2016-04-01,57235,France
INSEE,France,,46.62012,2.452757,2016,May,5,2016-05-01,62373,France
INSEE,France,,46.62012,2.452757,2016,June,6,2016-06-01,62797,France
INSEE,France,,46.62012,2.452757,2016,July,7,2016-07-01,67237,France
INSEE,France,,46.62012,2.452757,2016,August,8,2016-08-01,65109,France
INSEE,France,,46.62012,2.452757,2016,September,9,2016-09-01,63579,France
INSEE,France,,46.62012,2.452757,2016,October,10,2016-10-01,64513,France
INSEE,France,,46.62012,2.452757,2016,November,11,2016-11-01,60546,France
INSEE,France,,46.62012,2.452757,2016,December,12,2016-12-01,61250,France
INSEE,France,,46.62012,2.452757,2017,January,1,2017-01-01,60446,France
INSEE,France,,46.62012,2.452757,2017,February,2,2017-02-01,54948,France
INSEE,France,,46.62012,2.452757,2017,March,3,2017-03-01,58676,France
INSEE,France,,46.62012,2.452757,2017,April,4,2017-04-01,57195,France
INSEE,France,,46.62012,2.452757,2017,May,5,2017-05-01,62091,France
INSEE,France,,46.62012,2.452757,2017,June,6,2017-06-01,59935,France
INSEE,France,,46.62012,2.452757,2017,July,7,2017-07-01,65170,France
INSEE,France,,46.62012,2.452757,2017,August,8,2017-08-01,64654,France
INSEE,France,,46.62012,2.452757,2017,September,9,2017-09-01,61693,France
INSEE,France,,46.62012,2.452757,2017,October,10,2017-10-01,63830,France
INSEE,France,,46.62012,2.452757,2017,November,11,2017-11-01,60763,France
INSEE,France,,46.62012,2.452757,2017,December,12,2017-12-01,60841,France
INSEE,France,,46.62012,2.452757,2018,January,1,2018-01-01,59752,France
INSEE,France,,46.62012,2.452757,2018,February,2,2018-02-01,52733,France
INSEE,France,,46.62012,2.452757,2018,March,3,2018-03-01,56391,France
INSEE,France,,46.62012,2.452757,2018,April,4,2018-04-01,55364,France
INSEE,France,,46.62012,2.452757,2018,May,5,2018-05-01,61232,France
INSEE,France,,46.62012,2.452757,2018,June,6,2018-06-01,60292,France
INSEE,France,,46.62012,2.452757,2018,July,7,2018-07-01,64823,France
INSEE,France,,46.62012,2.452757,2018,August,8,2018-08-01,63860,France
INSEE,France,,46.62012,2.452757,2018,September,9,2018-09-01,61834,France
INSEE,France,,46.62012,2.452757,2018,October,10,2018-10-01,63588,France
INSEE,France,,46.62012,2.452757,2018,November,11,2018-11-01,59937,France
INSEE,France,,46.62012,2.452757,2018,December,12,2018-12-01,59931,France
INSEE,France,,46.62012,2.452757,2019,January,1,2019-01-01,59900,France
INSEE,France,,46.62012,2.452757,2019,February,2,2019-02-01,51900,France
INSEE,France,,46.62012,2.452757,2019,March,3,2019-03-01,56600,France
INSEE,France,,46.62012,2.452757,2019,April,4,2019-04-01,55700,France
INSEE,France,,46.62012,2.452757,2019,May,5,2019-05-01,60100,France
INSEE,France,,46.62012,2.452757,2019,June,6,2019-06-01,59800,France
INSEE,France,,46.62012,2.452757,2019,July,7,2019-07-01,64600,France
INSEE,France,,46.62012,2.452757,2019,August,8,2019-08-01,63000,France
INSEE,France,,46.62012,2.452757,2019,September,9,2019-09-01,61500,France
INSEE,France,,46.62012,2.452757,2019,October,10,2019-10-01,62700,France
INSEE,France,,46.62012,2.452757,2019,November,11,2019-11-01,58700,France
INSEE,France,,46.62012,2.452757,2019,December,12,2019-12-01,59800,France
CDC,United States,Midwest,42,-90,2007,January,1,2007-01-01,73470,United States - Midwest
CDC,United States,Northeast,42,-73,2007,January,1,2007-01-01,56056,United States - Northeast
CDC,United States,Midwest,42,-90,2007,February,2,2007-02-01,69403,United States - Midwest
CDC,United States,Northeast,42,-73,2007,February,2,2007-02-01,51800,United States - Northeast
CDC,United States,Midwest,42,-90,2007,March,3,2007-03-01,76977,United States - Midwest
CDC,United States,Northeast,42,-73,2007,March,3,2007-03-01,58178,United States - Northeast
CDC,United States,Midwest,42,-90,2007,April,4,2007-04-01,72532,United States - Midwest
CDC,United States,Northeast,42,-73,2007,April,4,2007-04-01,54619,United States - Northeast
CDC,United States,Midwest,42,-90,2007,May,5,2007-05-01,77417,United States - Midwest
CDC,United States,Northeast,42,-73,2007,May,5,2007-05-01,59049,United States - Northeast
CDC,United States,Midwest,42,-90,2007,June,6,2007-06-01,76963,United States - Midwest
CDC,United States,Northeast,42,-73,2007,June,6,2007-06-01,57864,United States - Northeast
CDC,United States,Midwest,42,-90,2007,July,7,2007-07-01,80725,United States - Midwest
CDC,United States,Northeast,42,-73,2007,July,7,2007-07-01,60732,United States - Northeast
CDC,United States,Midwest,42,-90,2007,August,8,2007-08-01,81795,United States - Midwest
CDC,United States,Northeast,42,-73,2007,August,8,2007-08-01,61731,United States - Northeast
CDC,United States,Midwest,42,-90,2007,September,9,2007-09-01,75319,United States - Midwest
CDC,United States,Northeast,42,-73,2007,September,9,2007-09-01,57699,United States - Northeast
CDC,United States,Midwest,42,-90,2007,October,10,2007-10-01,76114,United States - Midwest
CDC,United States,Northeast,42,-73,2007,October,10,2007-10-01,57964,United States - Northeast
CDC,United States,Midwest,42,-90,2007,November,11,2007-11-01,72194,United States - Midwest
CDC,United States,Northeast,42,-73,2007,November,11,2007-11-01,56121,United States - Northeast
CDC,United States,Midwest,42,-90,2007,December,12,2007-12-01,73305,United States - Midwest
CDC,United States,Northeast,42,-73,2007,December,12,2007-12-01,55218,United States - Northeast
CDC,United States,Midwest,42,-90,2008,January,1,2008-01-01,73301,United States - Midwest
CDC,United States,Northeast,42,-73,2008,January,1,2008-01-01,55801,United States - Northeast
CDC,United States,Midwest,42,-90,2008,February,2,2008-02-01,71176,United States - Midwest
CDC,United States,Northeast,42,-73,2008,February,2,2008-02-01,53398,United States - Northeast
CDC,United States,Midwest,42,-90,2008,March,3,2008-03-01,74578,United States - Midwest
CDC,United States,Northeast,42,-73,2008,March,3,2008-03-01,56209,United States - Northeast
CDC,United States,Midwest,42,-90,2008,April,4,2008-04-01,74481,United States - Midwest
CDC,United States,Northeast,42,-73,2008,April,4,2008-04-01,56235,United States - Northeast
CDC,United States,Midwest,42,-90,2008,May,5,2008-05-01,76174,United States - Midwest
CDC,United States,Northeast,42,-73,2008,May,5,2008-05-01,58046,United States - Northeast
CDC,United States,Midwest,42,-90,2008,June,6,2008-06-01,74354,United States - Midwest
CDC,United States,Northeast,42,-73,2008,June,6,2008-06-01,56660,United States - Northeast
CDC,United States,Midwest,42,-90,2008,July,7,2008-07-01,79032,United States - Midwest
CDC,United States,Northeast,42,-73,2008,July,7,2008-07-01,59561,United States - Northeast
CDC,United States,Midwest,42,-90,2008,August,8,2008-08-01,77988,United States - Midwest
CDC,United States,Northeast,42,-73,2008,August,8,2008-08-01,59089,United States - Northeast
CDC,United States,Midwest,42,-90,2008,September,9,2008-09-01,77264,United States - Midwest
CDC,United States,Northeast,42,-73,2008,September,9,2008-09-01,58214,United States - Northeast
CDC,United States,Midwest,42,-90,2008,October,10,2008-10-01,73868,United States - Midwest
CDC,United States,Northeast,42,-73,2008,October,10,2008-10-01,56911,United States - Northeast
CDC,United States,Midwest,42,-90,2008,November,11,2008-11-01,66194,United States - Midwest
CDC,United States,Northeast,42,-73,2008,November,11,2008-11-01,50892,United States - Northeast
CDC,United States,Midwest,42,-90,2008,December,12,2008-12-01,72775,United States - Midwest
CDC,United States,Northeast,42,-73,2008,December,12,2008-12-01,54450,United States - Northeast
CDC,United States,Midwest,42,-90,2009,January,1,2009-01-01,69460,United States - Midwest
CDC,United States,Northeast,42,-73,2009,January,1,2009-01-01,54014,United States - Northeast
CDC,United States,Midwest,42,-90,2009,February,2,2009-02-01,66691,United States - Midwest
CDC,United States,Northeast,42,-73,2009,February,2,2009-02-01,50616,United States - Northeast
CDC,United States,Midwest,42,-90,2009,March,3,2009-03-01,74060,United States - Midwest
CDC,United States,Northeast,42,-73,2009,March,3,2009-03-01,56080,United States - Northeast
CDC,United States,Midwest,42,-90,2009,April,4,2009-04-01,72231,United States - Midwest
CDC,United States,Northeast,42,-73,2009,April,4,2009-04-01,54782,United States - Northeast
CDC,United States,Midwest,42,-90,2009,May,5,2009-05-01,74661,United States - Midwest
CDC,United States,Northeast,42,-73,2009,May,5,2009-05-01,56902,United States - Northeast
CDC,United States,Midwest,42,-90,2009,June,6,2009-06-01,74310,United States - Midwest
CDC,United States,Northeast,42,-73,2009,June,6,2009-06-01,56834,United States - Northeast
CDC,United States,Midwest,42,-90,2009,July,7,2009-07-01,78029,United States - Midwest
CDC,United States,Northeast,42,-73,2009,July,7,2009-07-01,59518,United States - Northeast
CDC,United States,Midwest,42,-90,2009,August,8,2009-08-01,74729,United States - Midwest
CDC,United States,Northeast,42,-73,2009,August,8,2009-08-01,57456,United States - Northeast
CDC,United States,Midwest,42,-90,2009,September,9,2009-09-01,75702,United States - Midwest
CDC,United States,Northeast,42,-73,2009,September,9,2009-09-01,57095,United States - Northeast
CDC,United States,Midwest,42,-90,2009,October,10,2009-10-01,72669,United States - Midwest
CDC,United States,Northeast,42,-73,2009,October,10,2009-10-01,55348,United States - Northeast
CDC,United States,Midwest,42,-90,2009,November,11,2009-11-01,66408,United States - Midwest
CDC,United States,Northeast,42,-73,2009,November,11,2009-11-01,50817,United States - Northeast
CDC,United States,Midwest,42,-90,2009,December,12,2009-12-01,70383,United States - Midwest
CDC,United States,Northeast,42,-73,2009,December,12,2009-12-01,53724,United States - Northeast
CDC,United States,Midwest,42,-90,2010,January,1,2010-01-01,66958,United States - Midwest
CDC,United States,Northeast,42,-73,2010,January,1,2010-01-01,51623,United States - Northeast
CDC,United States,Midwest,42,-90,2010,February,2,2010-02-01,64053,United States - Midwest
CDC,United States,Northeast,42,-73,2010,February,2,2010-02-01,48243,United States - Northeast
CDC,United States,Midwest,42,-90,2010,March,3,2010-03-01,72435,United States - Midwest
CDC,United States,Northeast,42,-73,2010,March,3,2010-03-01,54956,United States - Northeast
CDC,United States,Midwest,42,-90,2010,April,4,2010-04-01,69877,United States - Midwest
CDC,United States,Northeast,42,-73,2010,April,4,2010-04-01,53894,United States - Northeast
CDC,United States,Midwest,42,-90,2010,May,5,2010-05-01,70994,United States - Midwest
CDC,United States,Northeast,42,-73,2010,May,5,2010-05-01,54210,United States - Northeast
CDC,United States,Midwest,42,-90,2010,June,6,2010-06-01,71876,United States - Midwest
CDC,United States,Northeast,42,-73,2010,June,6,2010-06-01,55276,United States - Northeast
CDC,United States,Midwest,42,-90,2010,July,7,2010-07-01,73689,United States - Midwest
CDC,United States,Northeast,42,-73,2010,July,7,2010-07-01,57061,United States - Northeast
CDC,United States,Midwest,42,-90,2010,August,8,2010-08-01,73274,United States - Midwest
CDC,United States,Northeast,42,-73,2010,August,8,2010-08-01,56248,United States - Northeast
CDC,United States,Midwest,42,-90,2010,September,9,2010-09-01,72910,United States - Midwest
CDC,United States,Northeast,42,-73,2010,September,9,2010-09-01,55817,United States - Northeast
CDC,United States,Midwest,42,-90,2010,October,10,2010-10-01,69596,United States - Midwest
CDC,United States,Northeast,42,-73,2010,October,10,2010-10-01,54651,United States - Northeast
CDC,United States,Midwest,42,-90,2010,November,11,2010-11-01,67307,United States - Midwest
CDC,United States,Northeast,42,-73,2010,November,11,2010-11-01,52314,United States - Northeast
CDC,United States,Midwest,42,-90,2010,December,12,2010-12-01,69887,United States - Midwest
CDC,United States,Northeast,42,-73,2010,December,12,2010-12-01,54142,United States - Northeast
CDC,United States,Midwest,42,-90,2011,January,1,2011-01-01,66232,United States - Midwest
CDC,United States,Northeast,42,-73,2011,January,1,2011-01-01,51926,United States - Northeast
CDC,United States,Midwest,42,-90,2011,February,2,2011-02-01,63048,United States - Midwest
CDC,United States,Northeast,42,-73,2011,February,2,2011-02-01,48056,United States - Northeast
CDC,United States,Midwest,42,-90,2011,March,3,2011-03-01,70012,United States - Midwest
CDC,United States,Northeast,42,-73,2011,March,3,2011-03-01,53485,United States - Northeast
CDC,United States,Midwest,42,-90,2011,April,4,2011-04-01,66679,United States - Midwest
CDC,United States,Northeast,42,-73,2011,April,4,2011-04-01,51760,United States - Northeast
CDC,United States,Midwest,42,-90,2011,May,5,2011-05-01,69623,United States - Midwest
CDC,United States,Northeast,42,-73,2011,May,5,2011-05-01,54848,United States - Northeast
CDC,United States,Midwest,42,-90,2011,June,6,2011-06-01,72739,United States - Midwest
CDC,United States,Northeast,42,-73,2011,June,6,2011-06-01,55866,United States - Northeast
CDC,United States,Midwest,42,-90,2011,July,7,2011-07-01,74260,United States - Midwest
CDC,United States,Northeast,42,-73,2011,July,7,2011-07-01,56846,United States - Northeast
CDC,United States,Midwest,42,-90,2011,August,8,2011-08-01,76006,United States - Midwest
CDC,United States,Northeast,42,-73,2011,August,8,2011-08-01,57824,United States - Northeast
CDC,United States,Midwest,42,-90,2011,September,9,2011-09-01,72602,United States - Midwest
CDC,United States,Northeast,42,-73,2011,September,9,2011-09-01,55799,United States - Northeast
CDC,United States,Midwest,42,-90,2011,October,10,2011-10-01,68655,United States - Midwest
CDC,United States,Northeast,42,-73,2011,October,10,2011-10-01,53409,United States - Northeast
CDC,United States,Midwest,42,-90,2011,November,11,2011-11-01,66539,United States - Midwest
CDC,United States,Northeast,42,-73,2011,November,11,2011-11-01,51735,United States - Northeast
CDC,United States,Midwest,42,-90,2011,December,12,2011-12-01,67829,United States - Midwest
CDC,United States,Northeast,42,-73,2011,December,12,2011-12-01,51859,United States - Northeast
CDC,United States,Midwest,42,-90,2012,January,1,2012-01-01,65354,United States - Midwest
CDC,United States,Northeast,42,-73,2012,January,1,2012-01-01,50840,United States - Northeast
CDC,United States,Midwest,42,-90,2012,February,2,2012-02-01,63484,United States - Midwest
CDC,United States,Northeast,42,-73,2012,February,2,2012-02-01,48663,United States - Northeast
CDC,United States,Midwest,42,-90,2012,March,3,2012-03-01,69080,United States - Midwest
CDC,United States,Northeast,42,-73,2012,March,3,2012-03-01,52234,United States - Northeast
CDC,United States,Midwest,42,-90,2012,April,4,2012-04-01,64966,United States - Midwest
CDC,United States,Northeast,42,-73,2012,April,4,2012-04-01,50708,United States - Northeast
CDC,United States,Midwest,42,-90,2012,May,5,2012-05-01,71119,United States - Midwest
CDC,United States,Northeast,42,-73,2012,May,5,2012-05-01,54655,United States - Northeast
CDC,United States,Midwest,42,-90,2012,June,6,2012-06-01,70930,United States - Midwest
CDC,United States,Northeast,42,-73,2012,June,6,2012-06-01,53234,United States - Northeast
CDC,United States,Midwest,42,-90,2012,July,7,2012-07-01,74478,United States - Midwest
CDC,United States,Northeast,42,-73,2012,July,7,2012-07-01,56135,United States - Northeast
CDC,United States,Midwest,42,-90,2012,August,8,2012-08-01,76080,United States - Midwest
CDC,United States,Northeast,42,-73,2012,August,8,2012-08-01,58221,United States - Northeast
CDC,United States,Midwest,42,-90,2012,September,9,2012-09-01,70414,United States - Midwest
CDC,United States,Northeast,42,-73,2012,September,9,2012-09-01,54485,United States - Northeast
CDC,United States,Midwest,42,-90,2012,October,10,2012-10-01,71977,United States - Midwest
CDC,United States,Northeast,42,-73,2012,October,10,2012-10-01,54943,United States - Northeast
CDC,United States,Midwest,42,-90,2012,November,11,2012-11-01,67429,United States - Midwest
CDC,United States,Northeast,42,-73,2012,November,11,2012-11-01,52525,United States - Northeast
CDC,United States,Midwest,42,-90,2012,December,12,2012-12-01,67358,United States - Midwest
CDC,United States,Northeast,42,-73,2012,December,12,2012-12-01,52080,United States - Northeast
CDC,United States,Midwest,42,-90,2013,January,1,2013-01-01,66760,United States - Midwest
CDC,United States,Northeast,42,-73,2013,January,1,2013-01-01,52002,United States - Northeast
CDC,United States,Midwest,42,-90,2013,February,2,2013-02-01,61348,United States - Midwest
CDC,United States,Northeast,42,-73,2013,February,2,2013-02-01,46806,United States - Northeast
CDC,United States,Midwest,42,-90,2013,March,3,2013-03-01,68242,United States - Midwest
CDC,United States,Northeast,42,-73,2013,March,3,2013-03-01,51305,United States - Northeast
CDC,United States,Midwest,42,-90,2013,April,4,2013-04-01,66215,United States - Midwest
CDC,United States,Northeast,42,-73,2013,April,4,2013-04-01,50618,United States - Northeast
CDC,United States,Midwest,42,-90,2013,May,5,2013-05-01,71390,United States - Midwest
CDC,United States,Northeast,42,-73,2013,May,5,2013-05-01,53967,United States - Northeast
CDC,United States,Midwest,42,-90,2013,June,6,2013-06-01,69301,United States - Midwest
CDC,United States,Northeast,42,-73,2013,June,6,2013-06-01,52618,United States - Northeast
CDC,United States,Midwest,42,-90,2013,July,7,2013-07-01,75002,United States - Midwest
